FID,FEATURE_ID,LABEL_CENTRE_X,LABEL_CENTRE_Y,BEC_ZONE_CODE,QUAD_DIAM_125,BASAL_AREA,VRI_LIVE_STEMS_PER_HA,SPECIES_CD_1,SPECIES_PCT_1,SPECIES_CD_2,SPECIES_PCT_2,PROJ_AGE_1,PROJ_HEIGHT_1,LIVE_STAND_VOLUME_125,WHOLE_STEM_BIOMASS_PER_HA,BRANCH_BIOMASS_PER_HA,FOLIAGE_BIOMASS_PER_HA,BARK_BIOMASS_PER_HA,OBJECTID,FEATURE_AREA_SQM
WHSE_FOREST_VEGETATION.VEG_COMP_LYR_R1_POLY.fid--78b2ea9d_19f6dc96c27_2898,17962350,1634168,597930,ICH,34.32,48.479294,682,LW,40,FDI,35,119,30.5,362.436,209.989,23.734,12.55,29.769,875557,354199.3457
WHSE_FOREST_VEGETATION.VEG_COMP_LYR_R1_POLY.fid--78b2ea9d_19f6dc96c27_2899,17962355,1640121,617949,ICH,40.503,42.369019,482,LW,50,FDI,30,120,32.7,341.563,194.607,22.319,11.93,27.392,3442003,15242.7537
WHSE_FOREST_VEGETATION.VEG_COMP_LYR_R1_POLY.fid--78b2ea9d_19f6dc96c27_289a,17962362,1617946,566160,ICH,28.599,28.681252,734,LW,40,PL,37,145,28.6,209.248,148.063,17.796,9.887,20.268,1419986,203250.5411
WHSE_FOREST_VEGETATION.VEG_COMP_LYR_R1_POLY.fid--78b2ea9d_19f6dc96c27_289b,17962560,1637255,626564,ICH,46.047,58.142029,718,LW,40,FDI,30,90,29.2,360.769,203.331,23.126,12.285,28.739,5421964,230841.176
WHSE_FOREST_VEGETATION.VEG_COMP_LYR_R1_POLY.fid--78b2ea9d_19f6dc96c27_289c,17962564,1636744,625853,ICH,29.847,55.65638,782,LW,60,FDI,40,90,28.2,409.507,213.435,24.046,12.685,30.303,627326,503219.0768
WHSE_FOREST_VEGETATION.VEG_COMP_LYR_R1_POLY.fid--78b2ea9d_19f6dc96c27_289d,17962566,1636437,626920,ICH,38.131,56.589073,795,LW,60,FDI,20,90,28.2,363.688,201.409,22.95,12.207,28.442,5330368,433903.3394
WHSE_FOREST_VEGETATION.VEG_COMP_LYR_R1_POLY.fid--78b2ea9d_19f6dc96c27_289e,17962585,1647934,600425,ICH,,1,4653,LW,30.1,FDI,29.9,21,7.5,,0,0,0,0,2489318,7645.0673
WHSE_FOREST_VEGETATION.VEG_COMP_LYR_R1_POLY.fid--78b2ea9d_19f6dc96c27_289f,17962587,1647989,600158,ICH,,1,4653,LW,30.1,FDI,29.9,21,7.5,,0,0,0,0,4632260,7908.476
WHSE_FOREST_VEGETATION.VEG_COMP_LYR_R1_POLY.fid--78b2ea9d_19f6dc96c27_28a0,17962591,1647786,600353,ICH,,1,4653,LW,30.1,FDI,29.9,21,7.5,,0,0,0,0,6489623,16869.3126
WHSE_FOREST_VEGETATION.VEG_COMP_LYR_R1_POLY.fid--78b2ea9d_19f6dc96c27_28a1,17962592,1648194,600082,ICH,,1,4653,LW,30.1,FDI,29.9,21,7.5,,0,0,0,0,4486601,10116.1006
WHSE_FOREST_VEGETATION.VEG_COMP_LYR_R1_POLY.fid--78b2ea9d_19f6dc96c27_28a2,17962595,1647780,600021,ICH,,1,4653,LW,30.1,FDI,29.9,21,7.5,,0,0,0,0,2725050,32076.6672
WHSE_FOREST_VEGETATION.VEG_COMP_LYR_R1_POLY.fid--78b2ea9d_19f6dc96c27_28a3,17962596,1647870,600617,ICH,,1,4653,LW,30.1,FDI,29.9,21,7.5,,0,0,0,0,2834391,15553.0627
WHSE_FOREST_VEGETATION.VEG_COMP_LYR_R1_POLY.fid--78b2ea9d_19f6dc96c27_28a4,17962604,1636877,633217,ICH,38.871,55.915771,501,LW,60,FDI,30,123,35,485.57,237.73,26.189,13.604,34.072,2032614,119520.3003
WHSE_FOREST_VEGETATION.VEG_COMP_LYR_R1_POLY.fid--78b2ea9d_19f6dc96c27_28a5,17962666,1641561,615593,ICH,29.653,53.376545,759,LW,70,FDI,20,109,27.6,385.976,207.953,23.549,12.469,29.454,1349530,37141.011
WHSE_FOREST_VEGETATION.VEG_COMP_LYR_R1_POLY.fid--78b2ea9d_19f6dc96c27_28a6,17962671,1641743,615942,ICH,40.97,59.139698,621,LW,70,HW,10,109,32,449.184,230.819,25.589,13.349,32.999,5000428,97244.3421
WHSE_FOREST_VEGETATION.VEG_COMP_LYR_R1_POLY.fid--78b2ea9d_19f6dc96c27_28a7,17962672,1641480,615298,ICH,17.578,15.8474,1358,LW,30,SX,20,30,13.2,29.082,48.72,6.759,4.365,5.877,6799596,60653.7752
WHSE_FOREST_VEGETATION.VEG_COMP_LYR_R1_POLY.fid--78b2ea9d_19f6dc96c27_28a8,17962678,1636222,615227,ICH,32.908,53.048759,811,LW,50,FDI,30,119,27.2,357.661,198.787,22.707,12.101,28.037,1420294,300219.399
WHSE_FOREST_VEGETATION.VEG_COMP_LYR_R1_POLY.fid--78b2ea9d_19f6dc96c27_28a9,17962797,1656596,579049,ICH,16.312,3.90558,418,LW,30,FDI,20,22,9.2,4.757,13.484,2.016,1.423,1.503,5447797,62272.043
WHSE_FOREST_VEGETATION.VEG_COMP_LYR_R1_POLY.fid--78b2ea9d_19f6dc96c27_28aa,17962860,1693559,521196,ICH,41.269,36.341949,579,LW,30.1,PLI,30,140,26.7,229.966,158.693,18.861,10.377,21.883,4943205,16310.0702
WHSE_FOREST_VEGETATION.VEG_COMP_LYR_R1_POLY.fid--78b2ea9d_19f6dc96c27_28ab,17963084,1620991,480480,ICH,,,1967,LW,70,FDI,20,19,7.2,,0,0,0,0,612195,53794.3377
WHSE_FOREST_VEGETATION.VEG_COMP_LYR_R1_POLY.fid--78b2ea9d_19f6dc96c27_28ac,17963089,1620399,480054,ICH,,,3615,LW,60,PLI,20,19,7.6,,0,0,0,0,5003973,156440.1886
WHSE_FOREST_VEGETATION.VEG_COMP_LYR_R1_POLY.fid--78b2ea9d_19f6dc96c27_28ad,17963131,1642979,593690,ICH,,,4519,LW,40,AT,30,19,7.2,,0,0,0,0,5803398,327829.9781
WHSE_FOREST_VEGETATION.VEG_COMP_LYR_R1_POLY.fid--78b2ea9d_19f6dc96c27_28ae,17963143,1675959,687240,MS,,,960,LW,40,PLI,40,0,0,,,,,,6609897,40959.4045
WHSE_FOREST_VEGETATION.VEG_COMP_LYR_R1_POLY.fid--78b2ea9d_19f6dc96c27_28af,17963213,1644396,592817,ICH,16.353,9.70682,887,LW,70,SX,20,31,11.9,12.499,33.161,4.777,3.225,3.846,4849462,121865.6974
WHSE_FOREST_VEGETATION.VEG_COMP_LYR_R1_POLY.fid--78b2ea9d_19f6dc96c27_28b0,17963216,1644259,593044,ICH,,,3108,LW,40,SX,30,17,8.1,,0,0,0,0,2149322,13733.2141
WHSE_FOREST_VEGETATION.VEG_COMP_LYR_R1_POLY.fid--78b2ea9d_19f6dc96c27_28b1,17963217,1644727,592975,ICH,,,4989,LW,40,FDI,30,17,6.5,,0,0,0,0,1126502,142239.642
WHSE_FOREST_VEGETATION.VEG_COMP_LYR_R1_POLY.fid--78b2ea9d_19f6dc96c27_28b2,17963311,1650858,556638,ICH,15.219,2.12525,227,LW,50,FDI,20,21,8.7,1.582,4.872,0.732,0.52,0.54,5355454,145425.5194
WHSE_FOREST_VEGETATION.VEG_COMP_LYR_R1_POLY.fid--78b2ea9d_19f6dc96c27_28b3,17963319,1650632,556448,ICH,41.195,51.423271,492,LW,60,FDI,30,129,34.2,440.073,224.939,25.072,13.128,32.086,7041850,82639.6238
WHSE_FOREST_VEGETATION.VEG_COMP_LYR_R1_POLY.fid--78b2ea9d_19f6dc96c27_28b4,17963330,1651464,579295,ICH,,,7400,LW,40,EP,20,22,7.9,,0,0,0,0,2374438,49362.8589
WHSE_FOREST_VEGETATION.VEG_COMP_LYR_R1_POLY.fid--78b2ea9d_19f6dc96c27_28b5,17963334,1651515,579568,ICH,,,7400,LW,40,EP,20,22,7.9,,0,0,0,0,1688546,20878.4702
WHSE_FOREST_VEGETATION.VEG_COMP_LYR_R1_POLY.fid--78b2ea9d_19f6dc96c27_28b6,17963336,1651581,579326,ICH,,,7400,LW,40,EP,20,22,7.9,,0,0,0,0,2335612,35906.6006
WHSE_FOREST_VEGETATION.VEG_COMP_LYR_R1_POLY.fid--78b2ea9d_19f6dc96c27_28b7,17963337,1651198,579938,ICH,,,7400,LW,40,EP,20,22,7.9,,0,0,0,0,3076230,18742.9839
WHSE_FOREST_VEGETATION.VEG_COMP_LYR_R1_POLY.fid--78b2ea9d_19f6dc96c27_28b8,17963354,1618515,485553,ICH,,,2050,LW,50,FDI,30,18,7.1,,0,0,0,0,5355455,16021.5252
WHSE_FOREST_VEGETATION.VEG_COMP_LYR_R1_POLY.fid--78b2ea9d_19f6dc96c27_28b9,17963377,1667285,565380,ICH,14.867,1.852,221,LW,40,FDI,30,21,7.9,1.415,4.34,0.652,0.463,0.481,3076585,13770.7665
WHSE_FOREST_VEGETATION.VEG_COMP_LYR_R1_POLY.fid--78b2ea9d_19f6dc96c27_28ba,17963383,1617111,499324,ICH,37.398,41.99152,376,LW,60,FDI,20,128,31.4,343.274,200.5,22.866,12.171,28.302,2989157,214906.0808
WHSE_FOREST_VEGETATION.VEG_COMP_LYR_R1_POLY.fid--78b2ea9d_19f6dc96c27_28bb,17963385,1616937,499165,ICH,15.097,5.01675,501,LW,50,FDI,30,24,10.2,6.136,16.402,2.436,1.705,1.841,5287192,21890.8706
WHSE_FOREST_VEGETATION.VEG_COMP_LYR_R1_POLY.fid--78b2ea9d_19f6dc96c27_28bc,17963393,1616799,500518,ICH,15.097,5.01675,501,LW,50,FDI,30,24,10.2,6.136,16.402,2.436,1.705,1.841,3509608,234052.7764
WHSE_FOREST_VEGETATION.VEG_COMP_LYR_R1_POLY.fid--78b2ea9d_19f6dc96c27_28bd,17963398,1616667,500063,ICH,15.097,5.01675,501,LW,50,FDI,30,24,10.2,6.136,16.402,2.436,1.705,1.841,1878641,25683.1899
WHSE_FOREST_VEGETATION.VEG_COMP_LYR_R1_POLY.fid--78b2ea9d_19f6dc96c27_28be,17963400,1616301,499413,ICH,15.097,5.01675,501,LW,50,FDI,30,24,10.2,6.136,16.402,2.436,1.705,1.841,4911710,23848.2227
WHSE_FOREST_VEGETATION.VEG_COMP_LYR_R1_POLY.fid--78b2ea9d_19f6dc96c27_28bf,17963403,1617031,500206,ICH,15.097,5.01675,501,LW,50,FDI,30,24,10.2,6.136,16.402,2.436,1.705,1.841,3784726,10081.909
WHSE_FOREST_VEGETATION.VEG_COMP_LYR_R1_POLY.fid--78b2ea9d_19f6dc96c27_28c0,17963404,1617119,499618,ICH,15.097,5.01675,501,LW,50,FDI,30,24,10.2,6.136,16.402,2.436,1.705,1.841,4145309,22057.5829
WHSE_FOREST_VEGETATION.VEG_COMP_LYR_R1_POLY.fid--78b2ea9d_19f6dc96c27_28c1,17963421,1608799,496952,ICH,39.956,34.604301,323,LW,50,PLI,30,108,26.1,234.388,158.518,18.844,10.369,21.857,1200662,76088.707
WHSE_FOREST_VEGETATION.VEG_COMP_LYR_R1_POLY.fid--78b2ea9d_19f6dc96c27_28c2,17963427,1609086,496505,ICH,,,697,LW,60,PLI,40,23,7.5,,0,0,0,0,3804995,11847.1358
WHSE_FOREST_VEGETATION.VEG_COMP_LYR_R1_POLY.fid--78b2ea9d_19f6dc96c27_28c3,17963432,1608914,496691,ICH,14.98,4.12798,416,LW,60,PLI,20,24,10.2,4.908,13.821,2.064,1.456,1.541,4112444,390891.1893
WHSE_FOREST_VEGETATION.VEG_COMP_LYR_R1_POLY.fid--78b2ea9d_19f6dc96c27_28c4,17963444,1636143,485898,ICH,19.43,12.21547,613,LW,60,EP,20,110,31.4,95.854,97.411,12.437,7.325,12.724,1193619,72073.8835
WHSE_FOREST_VEGETATION.VEG_COMP_LYR_R1_POLY.fid--78b2ea9d_19f6dc96c27_28c5,17963483,1624904,503473,ICH,14.786,3.24625,355,LW,50,PLI,30,22,9.2,3.574,10.685,1.605,1.14,1.184,5186651,35704.1213
WHSE_FOREST_VEGETATION.VEG_COMP_LYR_R1_POLY.fid--78b2ea9d_19f6dc96c27_28c6,17963531,1656281,703241,MS,21.534,6.35215,189,LW,80,FDI,20,86,27.4,49.008,68.293,9.118,5.636,8.56,4731758,16847.5096
WHSE_FOREST_VEGETATION.VEG_COMP_LYR_R1_POLY.fid--78b2ea9d_19f6dc96c27_28c7,17963614,1639354,525668,ICH,,,1587,LW,58,SX,15,18,6.7,,0,0,0,0,777867,25526.9854
WHSE_FOREST_VEGETATION.VEG_COMP_LYR_R1_POLY.fid--78b2ea9d_19f6dc96c27_28c8,17963629,1642973,634782,ICH,31.278,52.054062,708,LW,70,PLI,20,70,31.9,463.286,228.146,25.355,13.249,32.584,6330079,115040.7193
WHSE_FOREST_VEGETATION.VEG_COMP_LYR_R1_POLY.fid--78b2ea9d_19f6dc96c27_28c9,17963633,1642555,634735,ICH,22.112,36.907822,1011,LW,70,FDI,20,70,24.7,238.811,157.62,18.755,10.328,21.72,5748706,211774.9416
WHSE_FOREST_VEGETATION.VEG_COMP_LYR_R1_POLY.fid--78b2ea9d_19f6dc96c27_28ca,17963635,1642277,634575,ICH,21.952,32.631908,912,LW,80,FDI,10,60,22.6,188.969,139.197,16.892,9.466,18.928,2912274,145016.4417
WHSE_FOREST_VEGETATION.VEG_COMP_LYR_R1_POLY.fid--78b2ea9d_19f6dc96c27_28cb,17963692,1653532,706421,MS,15.727,4.083,422,LW,30,AT,20,22,10.2,5.05,14.674,2.188,1.539,1.64,4537057,52752.0759
WHSE_FOREST_VEGETATION.VEG_COMP_LYR_R1_POLY.fid--78b2ea9d_19f6dc96c27_28cc,17963756,1618940,539207,ICH,37.63,49.933319,424,LW,50,FDI,40,259,34.2,435.586,230.464,25.558,13.336,32.944,626203,145310.8343
WHSE_FOREST_VEGETATION.VEG_COMP_LYR_R1_POLY.fid--78b2ea9d_19f6dc96c27_28cd,17963811,1694652,501696,ICH,37.428,12.433441,111,LW,70,FDI,20,90,27.1,89.929,96.238,12.307,7.261,12.553,5830369,124293.5888
WHSE_FOREST_VEGETATION.VEG_COMP_LYR_R1_POLY.fid--78b2ea9d_19f6dc96c27_28ce,17963978,1619273,488268,ICH,14.821,2.77198,301,LW,50,FDI,30,22,8.8,2.6,7.544,1.134,0.805,0.836,1880563,24033.7097
WHSE_FOREST_VEGETATION.VEG_COMP_LYR_R1_POLY.fid--78b2ea9d_19f6dc96c27_28cf,17963980,1619711,488206,ICH,15.416,5.44199,500,LW,50,PLI,20,29,11,7.812,21.107,3.104,2.148,2.394,3076911,116643.6029
WHSE_FOREST_VEGETATION.VEG_COMP_LYR_R1_POLY.fid--78b2ea9d_19f6dc96c27_28d0,17963981,1619558,488048,ICH,16.001,6.814981,574,LW,40,PLI,20,29,12.7,12.661,32.646,4.706,3.18,3.783,1824828,68207.7782
WHSE_FOREST_VEGETATION.VEG_COMP_LYR_R1_POLY.fid--78b2ea9d_19f6dc96c27_28d1,17963983,1618979,488973,ICH,15.311,4.7936,485,LW,50,FDI,40,23,9.7,4.966,12.93,1.936,1.369,1.439,5287498,23323.7964
WHSE_FOREST_VEGETATION.VEG_COMP_LYR_R1_POLY.fid--78b2ea9d_19f6dc96c27_28d2,17964124,1623690,480885,ICH,,,3833,LW,40,CW,30,18,6.4,,0,0,0,0,2484886,15780.7605
WHSE_FOREST_VEGETATION.VEG_COMP_LYR_R1_POLY.fid--78b2ea9d_19f6dc96c27_28d3,17964162,1629702,499978,ICH,16.127,2.34011,252,LW,40,FDI,30,18,8.3,1.729,5.126,0.77,0.547,0.568,2512509,118871.8784
WHSE_FOREST_VEGETATION.VEG_COMP_LYR_R1_POLY.fid--78b2ea9d_19f6dc96c27_28d4,17964163,1629633,499506,ICH,37.413,47.623421,427,LW,80,FDI,10,108,31.8,391.7,214.416,24.134,12.724,30.455,3702766,41214.2755
WHSE_FOREST_VEGETATION.VEG_COMP_LYR_R1_POLY.fid--78b2ea9d_19f6dc96c27_28d5,17964164,1629741,499306,ICH,38.027,40.293877,361,LW,80,PLI,10,88,29.7,314.594,185.605,21.473,11.555,26.005,3622794,199412.8239
WHSE_FOREST_VEGETATION.VEG_COMP_LYR_R1_POLY.fid--78b2ea9d_19f6dc96c27_28d6,17964167,1629575,499882,ICH,,,4527,LW,40,AT,20,18,6.4,,0,0,0,0,6362232,10951.8172
WHSE_FOREST_VEGETATION.VEG_COMP_LYR_R1_POLY.fid--78b2ea9d_19f6dc96c27_28d7,17964170,1629740,500838,ICH,38.098,43.01223,385,LW,60,FDI,20,108,32.9,366.157,210.396,23.771,12.566,29.832,3139426,18530.5418
WHSE_FOREST_VEGETATION.VEG_COMP_LYR_R1_POLY.fid--78b2ea9d_19f6dc96c27_28d8,17964171,1629604,501113,ICH,,,6422,LW,40,EP,30,18,8,,0,0,0,0,3591182,103346.5436
WHSE_FOREST_VEGETATION.VEG_COMP_LYR_R1_POLY.fid--78b2ea9d_19f6dc96c27_28d9,17964172,1629242,501192,ICH,36.517,50.509911,452,LW,70,FDI,20,128,33.5,454.25,228.949,25.425,13.279,32.709,5334020,10677.7892
WHSE_FOREST_VEGETATION.VEG_COMP_LYR_R1_POLY.fid--78b2ea9d_19f6dc96c27_28da,17964173,1629364,501074,ICH,,,2622,LW,50,FDI,20,18,4.8,,0,0,0,0,2596355,24202.3553
WHSE_FOREST_VEGETATION.VEG_COMP_LYR_R1_POLY.fid--78b2ea9d_19f6dc96c27_28db,17964177,1629057,496891,ICH,,,1404,LW,59,SX,18,16,5.4,,0,0,0,0,1026344,11191.7969
WHSE_FOREST_VEGETATION.VEG_COMP_LYR_R1_POLY.fid--78b2ea9d_19f6dc96c27_28dc,17964178,1628983,497140,ICH,38.377,42.78149,383,LW,60,FDI,20,108,31.8,355.33,202.821,23.079,12.264,28.66,4750603,10048.1113
WHSE_FOREST_VEGETATION.VEG_COMP_LYR_R1_POLY.fid--78b2ea9d_19f6dc96c27_28dd,17964179,1628173,496792,ICH,38.377,42.78149,383,LW,60,FDI,20,108,31.8,355.33,202.821,23.079,12.264,28.66,6389861,38261.8516
WHSE_FOREST_VEGETATION.VEG_COMP_LYR_R1_POLY.fid--78b2ea9d_19f6dc96c27_28de,17964182,1628585,496968,ICH,,,2869,LW,50,PLI,30,16,5.7,,0,0,0,0,5339392,386681.6399
WHSE_FOREST_VEGETATION.VEG_COMP_LYR_R1_POLY.fid--78b2ea9d_19f6dc96c27_28df,17964185,1627471,497931,ICH,37.456,41.772331,374,LW,80,FDI,20,128,31.4,336.992,193.975,22.26,11.904,27.294,1944373,80066.5668
WHSE_FOREST_VEGETATION.VEG_COMP_LYR_R1_POLY.fid--78b2ea9d_19f6dc96c27_28e0,17964191,1626646,496890,ICH,,,2600,LW,50,PLI,20,17,6.2,,0,0,0,0,6513208,129525.8328
WHSE_FOREST_VEGETATION.VEG_COMP_LYR_R1_POLY.fid--78b2ea9d_19f6dc96c27_28e1,17964192,1626306,496819,ICH,53.239,50.416611,452,LW,40,SE,20,88,35.8,422.204,221.266,24.747,12.988,31.516,5818874,254250.513
WHSE_FOREST_VEGETATION.VEG_COMP_LYR_R1_POLY.fid--78b2ea9d_19f6dc96c27_28e2,17964193,1626422,497281,ICH,37.564,50.937851,456,LW,90,PLI,10,88,28.5,376.827,205.302,23.307,12.364,29.044,4943208,74853.8182
WHSE_FOREST_VEGETATION.VEG_COMP_LYR_R1_POLY.fid--78b2ea9d_19f6dc96c27_28e3,17964194,1626591,497552,ICH,53.239,50.416611,452,LW,40,SE,20,88,35.8,422.204,221.266,24.747,12.988,31.516,3747012,127848.5112
WHSE_FOREST_VEGETATION.VEG_COMP_LYR_R1_POLY.fid--78b2ea9d_19f6dc96c27_28e4,17964195,1629124,499003,ICH,39.202,42.098991,377,LW,55,PLI,23,108,35.1,400.556,217.564,24.417,12.846,30.942,6553381,11418.2372
WHSE_FOREST_VEGETATION.VEG_COMP_LYR_R1_POLY.fid--78b2ea9d_19f6dc96c27_28e5,17964198,1629052,499387,ICH,,,1549,LW,59,FDI,28,17,5.6,,0,0,0,0,1390838,25157.47
WHSE_FOREST_VEGETATION.VEG_COMP_LYR_R1_POLY.fid--78b2ea9d_19f6dc96c27_28e6,17964203,1629539,500608,ICH,,,7800,LW,40,EP,20,17,6.5,,0,0,0,0,6694085,95672.6761
WHSE_FOREST_VEGETATION.VEG_COMP_LYR_R1_POLY.fid--78b2ea9d_19f6dc96c27_28e7,17964265,1658246,706832,IDF,,4,2360,LW,30.1,PLI,30,18,4.8,,0,0,0,0,1790704,50533.2657
WHSE_FOREST_VEGETATION.VEG_COMP_LYR_R1_POLY.fid--78b2ea9d_19f6dc96c27_28e8,17964480,1635205,483054,ICH,37.819,49.25185,441,LW,80,AT,10,88,32,421.419,221.82,24.796,13.009,31.602,6654988,67529.8447
WHSE_FOREST_VEGETATION.VEG_COMP_LYR_R1_POLY.fid--78b2ea9d_19f6dc96c27_28e9,17964488,1635811,483100,ICH,23.596,38.672558,900,LW,60,CW,20,118,33.1,341.23,200.142,22.833,12.156,28.246,5563381,17063.0178
WHSE_FOREST_VEGETATION.VEG_COMP_LYR_R1_POLY.fid--78b2ea9d_19f6dc96c27_28ea,17964509,1643083,614293,ICH,38.961,45.026505,837,LW,40,FDI,30,99,26.1,245.714,161.801,19.169,10.518,22.357,3617400,368752.6623
WHSE_FOREST_VEGETATION.VEG_COMP_LYR_R1_POLY.fid--78b2ea9d_19f6dc96c27_28eb,17964584,1640844,626057,ICH,35.694,50.716259,740,LW,40,FDI,30,150,31.5,406.112,214.971,24.184,12.745,30.541,5421779,474638.2097
WHSE_FOREST_VEGETATION.VEG_COMP_LYR_R1_POLY.fid--78b2ea9d_19f6dc96c27_28ec,17964607,1611350,531419,ICH,15.695,2.14312,238,LW,60,FDI,20,18,8.7,1.521,4.753,0.714,0.507,0.527,3285619,14550.9718
WHSE_FOREST_VEGETATION.VEG_COMP_LYR_R1_POLY.fid--78b2ea9d_19f6dc96c27_28ed,17964609,1611229,531626,ICH,,,3760,LW,80,FDI,20,18,9,,0,0,0,0,5802150,15565.5077
WHSE_FOREST_VEGETATION.VEG_COMP_LYR_R1_POLY.fid--78b2ea9d_19f6dc96c27_28ee,17964612,1611951,530386,ICH,,,3200,LW,50,PY,30,17,8.1,,0,0,0,0,5004226,13300.1895
WHSE_FOREST_VEGETATION.VEG_COMP_LYR_R1_POLY.fid--78b2ea9d_19f6dc96c27_28ef,17964618,1611807,530612,ICH,,,4900,LW,50,PY,20,17,6.5,,0,0,0,0,1125620,35770.6521
WHSE_FOREST_VEGETATION.VEG_COMP_LYR_R1_POLY.fid--78b2ea9d_19f6dc96c27_28f0,17964621,1611582,530626,ICH,,,4720,LW,60,PY,20,18,8.7,,0,0,0,0,3689086,12597.0166
WHSE_FOREST_VEGETATION.VEG_COMP_LYR_R1_POLY.fid--78b2ea9d_19f6dc96c27_28f1,17964623,1611438,530821,ICH,,,1920,LW,60,FDI,30,17,5.6,,0,0,0,0,1185492,6667.1669
WHSE_FOREST_VEGETATION.VEG_COMP_LYR_R1_POLY.fid--78b2ea9d_19f6dc96c27_28f2,17964685,1608884,492638,ICH,39.735,40.83329,366,LW,60,PLI,20,88,30.8,335.865,195.209,22.375,11.955,27.485,741552,27319.1593
WHSE_FOREST_VEGETATION.VEG_COMP_LYR_R1_POLY.fid--78b2ea9d_19f6dc96c27_28f3,17964686,1609211,492411,ICH,39.735,40.83329,366,LW,60,PLI,20,88,30.8,335.865,195.209,22.375,11.955,27.485,2142175,28694.4402
WHSE_FOREST_VEGETATION.VEG_COMP_LYR_R1_POLY.fid--78b2ea9d_19f6dc96c27_28f4,17964689,1608705,492722,ICH,35.17,39.651981,404,LW,70,FDI,20,158,29.9,291.95,185.319,21.445,11.543,25.961,6149279,83804.3633
WHSE_FOREST_VEGETATION.VEG_COMP_LYR_R1_POLY.fid--78b2ea9d_19f6dc96c27_28f5,17964692,1609357,492327,ICH,,,1362,LW,41,PLI,38,16,5.4,,0,0,0,0,4112441,47360.4714
WHSE_FOREST_VEGETATION.VEG_COMP_LYR_R1_POLY.fid--78b2ea9d_19f6dc96c27_28f6,17964695,1609613,491977,ICH,39.137,39.521729,346,LW,80,FDI,10,148,32.4,324.103,190.72,21.955,11.769,26.793,5259597,23038.9909
WHSE_FOREST_VEGETATION.VEG_COMP_LYR_R1_POLY.fid--78b2ea9d_19f6dc96c27_28f7,17964696,1609682,491578,ICH,38.321,37.80619,339,LW,61,PLI,19,88,30.8,303.128,184.65,21.382,11.515,25.858,6441026,132130.3401
WHSE_FOREST_VEGETATION.VEG_COMP_LYR_R1_POLY.fid--78b2ea9d_19f6dc96c27_28f8,17964698,1647390,586371,ICH,15.518,3.1906,316,LW,40,FDI,20,20,9.5,3.293,10.039,1.508,1.071,1.113,2376343,69246.2304
WHSE_FOREST_VEGETATION.VEG_COMP_LYR_R1_POLY.fid--78b2ea9d_19f6dc96c27_28f9,17964703,1647250,585857,ICH,,,3725,LW,50,EP,20,21,7.9,,0,0,0,0,1532096,86343.4125
WHSE_FOREST_VEGETATION.VEG_COMP_LYR_R1_POLY.fid--78b2ea9d_19f6dc96c27_28fa,17964704,1647259,586062,ICH,,,6520,LW,40,EP,30,21,7.9,,0,0,0,0,3827156,46271.2343
WHSE_FOREST_VEGETATION.VEG_COMP_LYR_R1_POLY.fid--78b2ea9d_19f6dc96c27_28fb,17964719,1651130,562729,ICH,16.076,4.5041,479,LW,30,PLI,20,24,9.3,5.131,14.462,2.157,1.518,1.616,4076499,10004.0198
WHSE_FOREST_VEGETATION.VEG_COMP_LYR_R1_POLY.fid--78b2ea9d_19f6dc96c27_28fc,17964720,1650771,562816,ICH,17.147,4.27084,468,LW,30.1,FDI,29.9,22,8.3,3.786,9.892,1.486,1.056,1.096,4632211,60913.0301
WHSE_FOREST_VEGETATION.VEG_COMP_LYR_R1_POLY.fid--78b2ea9d_19f6dc96c27_28fd,17964752,1616476,501201,ICH,37.708,50.17844,450,LW,60,FDI,30,148,32.4,423.074,220.711,24.698,12.967,31.43,904573,184292.598
WHSE_FOREST_VEGETATION.VEG_COMP_LYR_R1_POLY.fid--78b2ea9d_19f6dc96c27_28fe,17964758,1681571,520334,ICH,27.644,17.794231,362,LW,42,PLI,37,120,26.7,128.802,114.08,14.254,8.214,15.173,6886067,40020.844
WHSE_FOREST_VEGETATION.VEG_COMP_LYR_R1_POLY.fid--78b2ea9d_19f6dc96c27_28ff,17964770,1676771,526538,ICH,57.002,35.000149,200,LW,40,HW,30,99,35,286.201,184.232,21.342,11.497,25.794,4229988,112116.2722
WHSE_FOREST_VEGETATION.VEG_COMP_LYR_R1_POLY.fid--78b2ea9d_19f6dc96c27_2900,17964771,1676439,526478,ICH,56.111,35.000111,200,LW,50,HW,30,99,35,286.44,184.751,21.392,11.519,25.873,7041053,32449.3694
WHSE_FOREST_VEGETATION.VEG_COMP_LYR_R1_POLY.fid--78b2ea9d_19f6dc96c27_2901,17964829,1626619,505232,ICH,,,1418,LW,59,FDI,26,16,5.1,,0,0,0,0,1436506,14757.2157
WHSE_FOREST_VEGETATION.VEG_COMP_LYR_R1_POLY.fid--78b2ea9d_19f6dc96c27_2902,17964833,1626809,504998,ICH,,,3514,LW,50,FDI,20,16,5.7,,0,0,0,0,1531920,257936.5579
WHSE_FOREST_VEGETATION.VEG_COMP_LYR_R1_POLY.fid--78b2ea9d_19f6dc96c27_2903,17964846,1625364,505001,ICH,43.083,49.944542,478,LW,40,FDI,30,168,30.7,371.761,207.675,23.524,12.458,29.411,7025647,67977.8942
